Address,City,Name,URL,Program Details,School District,Image,Formatted Address,latlong,lat,long
19190 US-281 South #2,"San Antonio, TX",Southside High School,https://www.facebook.com/southsideisd/posts/2904315356258071?__xts__[0]=68.ARBM6Xs2dosOVybQgxTcTilt1b3OYCJYqf8OD47-Er-PXmsIfJLyesrfD8JQDmsaafmyW4_gKGXoeLqNbbNnpOB_oJGv9LckxrbvQ1Igjfr1CXj7C5L1nfcYCfh-gwmz3mV7yZpdGcT1Tb7QNArUf5nGO6Bhhqr-D9dYnwKTbgLwM-m3hAb,Curbside pickup at 12:00PM,Southside ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/southsideisd.jpg,"19190 US-281 #2, San Antonio, TX 78221, USA","29.240567,-98.4727461",29.240567,-98.4727461
7173 FM 1628,"San Antonio, TX",East Central High School,https://www.ecisd.net/Page/12262,curbside pickup of breakfast 7 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,East Central ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/eastcentralisd.jpg,"7173 FM1628, San Antonio, TX 78263, USA","29.3524601,-98.29653429999999",29.3524601,-98.2965343
7284 FM 1628,"San Antonio, TX",CAST Lead High School,https://www.ecisd.net/Page/12262,curbside pickup of breakfast 7 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,East Central ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/eastcentralisd.jpg,"7284 FM1628, Adkins, TX 78101, USA","29.3512119,-98.29417459999999",29.3512119,-98.2941746
8004 New Sulphur Springs Rd,"San Antonio, TX",Heritage Middle School,https://www.ecisd.net/Page/12262,curbside pickup of breakfast 7 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,East Central ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/eastcentralisd.jpg,"8004 New Sulphur Springs Rd, San Antonio, TX 78263, USA","29.354821,-98.33366",29.354821,-98.33366
5903 SE Loop 410,"San Antonio, TX",Legacy Middle School,https://www.ecisd.net/Page/12262,curbside pickup of breakfast 7 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,East Central ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/eastcentralisd.jpg,"5903 S East Loop 410, San Antonio, TX 78222, USA","29.3657808,-98.40001579999999",29.3657808,-98.4000158
10625 Green Lake St.,"San Antonio, TX",Harmony Elementary,https://www.ecisd.net/Page/12262,curbside pickup of breakfast 7 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,East Central ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/eastcentralisd.jpg,"10625 Green Lake St, San Antonio, TX 78223, USA","29.3144761,-98.3854064",29.3144761,-98.3854064
3736 SE Military Dr,"San Antonio, TX",Highland Forest Elementary,https://www.ecisd.net/Page/12262,curbside pickup of breakfast 7 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,East Central ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/eastcentralisd.jpg,"3736 SE Military Dr, San Antonio, TX 78223, USA","29.3535422,-98.4208472",29.3535422,-98.4208472
7806 New Sulphur Springs Rd,"San Antonio, TX",Oak Crest Elementary,https://www.ecisd.net/Page/12262,curbside pickup of breakfast 7 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,East Central ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/eastcentralisd.jpg,"7806 New Sulphur Springs Rd, San Antonio, TX 78263, USA","29.353422,-98.336299",29.353422,-98.336299
3966 E. Southcross,"San Antonio, TX",Pecan Valley Elementary,https://www.ecisd.net/Page/12262,curbside pickup of breakfast 7 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,East Central ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/eastcentralisd.jpg,"3966 E Southcross, San Antonio, TX 78222, USA","29.372674,-98.416281",29.372674,-98.416281
3602 WW White Rd.,"San Antonio, TX",Salado Elementary,https://www.ecisd.net/Page/12262,curbside pickup of breakfast 7 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,East Central ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/eastcentralisd.jpg,"3602 S WW White Rd, San Antonio, TX 78222, USA","29.3635582,-98.3998887",29.3635582,-98.3998887
6126 Sinclair Rd.,"San Antonio, TX",Sinclair Elementary,https://www.ecisd.net/Page/12262,curbside pickup of breakfast 7 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,East Central ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/eastcentralisd.jpg,"6126 Sinclair Rd, San Antonio, TX 78222, USA","29.38495249999999,-98.3731162",29.3849525,-98.3731162
2885 FM 1346,"San Antonio, TX",Tradition Elementary,https://www.ecisd.net/Page/12262,curbside pickup of breakfast 7 a.m. to 9:00 a.m. and lunch from 11:00 a.m. to 1:00 p.m.,East Central ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/eastcentralisd.jpg,"2885 FM 1346, La Vernia, TX 78121, USA","29.3765159,-98.1679465",29.3765159,-98.1679465
369 FM 1346 South,"La Vernia, TX",Lavernia Middle School,https://www.lvisd.org//site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=11&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=5182&PageID=1,curbside pickup of breakfast 7:30 a.m. to 8:00 a.m. and lunch from 11:00 a.m. to 12:00 a.m.,La Vernia ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/lavernia_isd.png?itok=dpxP5qzH,"369 FM 1346, La Vernia, TX 78121, USA","29.35254189999999,-98.1304639",29.3525419,-98.1304639
8365 FM 471 South,"Castroville, TX",Medina Valley High School,https://www.mvisd.com/,curbside pickup of breakfast 7:30 a.m. to 8:30 a.m. and lunch from 11:00 a.m. to 12:30 a.m.,Medina Valley ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/medina_valley_isd.png?itok=Na9d7rml,"8365 FM471, Castroville, TX 78009, USA","29.3600651,-98.871842",29.3600651,-98.871842
16069 Uvalde St,"Lacoste, TX",LaCoste Elementary School,https://www.mvisd.com/,curbside pickup of breakfast 7:30 a.m. to 8:30 a.m. and lunch from 11:00 a.m. to 12:30 a.m.,Medina Valley ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/medina_valley_isd.png?itok=Na9d7rml,"16069 Uvalde St, Lacoste, TX 78039, USA","29.3120743,-98.8160754",29.3120743,-98.8160754
12045 Luckey River,"San Antonio, TX",Luckey Ranch Elementary School,https://www.mvisd.com/,curbside pickup of breakfast 7:30 a.m. to 8:30 a.m. and lunch from 11:00 a.m. to 12:30 a.m.,Medina Valley ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/medina_valley_isd.png?itok=Na9d7rml,"12045 Luckey River, San Antonio, TX 78252, USA","29.3633305,-98.73224669999999",29.3633305,-98.7322467
190 CR 381 South,"San Antonio, TX",Potranco Elementary School,https://www.mvisd.com/,curbside pickup of breakfast 7:30 a.m. to 8:30 a.m. and lunch from 11:00 a.m. to 12:30 a.m.,Medina Valley ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/medina_valley_isd.png?itok=Na9d7rml,"190 Co Rd 381, San Antonio, TX 78253, USA","29.4291454,-98.8140894",29.4291454,-98.8140894
701 Curtiss Ave,"Schertz, TX",Schertz Elementary School,https://www.scuc.txed.net/page/32560,curbside pickup of breakfast 7:30 a.m. to 8:30 a.m. and lunch from 11:30 a.m. to 1:00 p.m.,Schertz-Cibolo-Universal City ISD,https://nowcastsa.com/sites/default/files/styles/thumbnail/public/schertz-cibolo-universal_city_isd.jpg?itok=4QFJW5gb,"701 Curtiss Ave, Schertz, TX 78154, USA","29.5570029,-98.2688199",29.5570029,-98.2688199
